TF	Target	EdgeWeight
POU5F1	LRIG3	0.014275862835347652
CTNNB1	ZNF165	0.01427530124783516
TRIM28	TP53	0.014273974113166332
POU5F1	CEBPZ	0.014273504726588726
POU5F1	PLOD2	0.01427131611853838
POU5F1	LGALSL	0.01427101157605648
POU5F1	ELL2	0.014270911924540997
POU5F1	FBXO34	0.014270193874835968
POU5F1	ACTC1	0.014266826212406158
CTNNB1	CEBPZ	0.014265889301896095
POU5F1	RNF14	0.014263760298490524
POU5F1	KIAA0528	0.014259077608585358
POU5F1	MRPS35	0.01425874326378107
CTNNB1	APOBEC3C	0.014255781657993793
POU5F1	DTL	0.014255352318286896
POU5F1	CEP290	0.014252337627112865
CTNNB1	TMEM64	0.014250313863158226
CTNNB1	S1PR3	0.014248820953071117
CTNNB1	ZDHHC21	0.014248528517782688
CTNNB1	MCC	0.014247989282011986
POU5F1	RBBP4	0.014247273094952106
TRIM28	SAP18	0.014246327802538872
POU5F1	KIAA1804	0.014244841411709785
POU5F1	MANEA	0.014244657941162586
EOMES	HLA-DQB1	0.014244535937905312
CTNNB1	XRCC5	0.01424302626401186
POU5F1	SPP1	0.014241431839764118
POU5F1	GINS2	0.014240127056837082
CTNNB1	CBR1	0.0142395393922925
POU5F1	CD48	0.014238163828849792
CTNNB1	MAML3	0.014236808754503727
POU5F1	POLR2D	0.01423646416515112
POU5F1	POU2AF1	0.014236402697861195
CTNNB1	CNTRL	0.014234484173357487
POU5F1	PLCB4	0.014234409667551517
EOMES	NTS	0.014233335852622986
POU5F1	MXD4	0.014232417568564415
POU5F1	ETV7	0.014229212887585163
CTNNB1	CCDC80	0.014228878542780876
POU5F1	KIAA1467	0.014227006584405899
CTNNB1	SH3BGRL	0.014222775585949421
POU5F1	COMMD10	0.014221811667084694
POU5F1	CALB1	0.014218833297491074
TRIM28	HIST1H1B	0.014218755066394806
POU5F1	SFPQ	0.014217128045856953
CTNNB1	NAP1L3	0.014215446077287197
CTNNB1	PLSCR4	0.014215165749192238
POU5F1	SLC35A3	0.01421461533755064
CTNNB1	MLL3	0.014211958274245262
TP53	DNMT1	0.014210827648639679
CTNNB1	KLF8	0.014210733585059643
CTNNB1	POLR1B	0.014210418798029423
CTNNB1	CSDE1	0.01420864462852478
CTNNB1	GYPB	0.014207888394594193
CTNNB1	SEMA5A	0.014207136817276478
CTNNB1	SATB1	0.014206352643668652
CTNNB1	BRWD1	0.014206170104444027
POU5F1	SLCO2A1	0.01420480664819479
CTNNB1	TCOF1	0.014200872741639614
POU5F1	RARG	0.014199616387486458
POU5F1	CBR1	0.014199449680745602
CTNNB1	RBM14	0.014199032448232174
CTNNB1	MBOAT1	0.014198566786944866
TP53	POLR2D	0.014197945594787598
CTNNB1	RRAS2	0.01419578306376934
POU5F1	WDFY1	0.014194403775036335
CTNNB1	C4ORF46	0.014193949289619923
POU5F1	LRR1	0.014191891998052597
CTNNB1	TIPARP	0.014188039116561413
CTNNB1	OTX2	0.014188006520271301
CTNNB1	MME	0.014185575768351555
POU5F1	WWTR1	0.014185245148837566
POU5F1	RUVBL2	0.01418493501842022
CTNNB1	YBX1	0.014181757345795631
POU5F1	KLHL24	0.014180242083966732
CTNNB1	HAS2	0.0141760827973485
POU5F1	DNMT1	0.014170575886964798
POU5F1	UPF1	0.014170047827064991
POU5F1	CSRP2	0.014168760739266872
POU5F1	SULF2	0.014165886677801609
EOMES	GATA6	0.014164848253130913
JUND	WLS	0.014161934144794941
CTNNB1	DEK	0.014159390702843666
POU5F1	BLM	0.014158384874463081
POU5F1	ZFHX3	0.014156010933220387
POU5F1	ZNF8	0.014155012555420399
CTNNB1	PAWR	0.014153835363686085
POU5F1	GTF2H2D	0.014149168506264687
CTNNB1	EHMT2	0.01414384227246046
TRIM28	E2F3	0.014140145853161812
CTNNB1	STT3B	0.01413971371948719
POU5F1	CXXC1	0.014139378443360329
POU5F1	NDUFC2-KCTD14	0.014137027785182
POU5F1	ZNF280B	0.014135904610157013
CTNNB1	SLC35F1	0.014132450334727764
CTNNB1	ELMOD2	0.014132358133792877
TP53	NANOG	0.014131230302155018
POU5F1	LRRCC1	0.01412877719849348
POU5F1	RBPJ	0.014127576723694801
TRIM28	NLGN4X	0.014126955531537533
POU5F1	VASH2	0.014122922904789448
POU5F1	PPP1R9A	0.014121890999376774
CTNNB1	MLLT6	0.014120303094387054
CTNNB1	EPB41L3	0.014120224863290787
EOMES	CYP1B1	0.01411877665668726
CTNNB1	ILF3	0.01411840133368969
POU5F1	ST8SIA4	0.014114457182586193
POU5F1	ARID4B	0.014113673940300941
CTNNB1	POLR1C	0.014113111421465874
CTNNB1	SLC36A4	0.014112346805632114
TRIM28	PBX1	0.014111954718828201
TRIM28	HNRNPD	0.014111578464508057
POU5F1	RRN3	0.014111480675637722
TRIM28	SRSF1	0.014109964482486248
CTNNB1	BNIP3	0.01410699263215065
POU5F1	ZNF219	0.014106296934187412
TRIM28	SMAD6	0.014105024747550488
POU5F1	DKK1	0.014104878529906273
POU5F1	CPVL	0.014101614244282246
POU5F1	STT3B	0.014101270586252213
POU5F1	TLE3	0.014100772328674793
CTNNB1	COL5A2	0.01409900188446045
CTNNB1	TRAF6	0.014097047038376331
NANOG	SEMA6A	0.014094321988523006
CTNNB1	SMAD5	0.014093097299337387
POU5F1	BTBD10	0.0140924584120512
POU5F1	IGDCC4	0.01409190520644188
POU5F1	LGR4	0.014091814868152142
TP53	MIF	0.014090442098677158
POU5F1	ZKSCAN1	0.014088478870689869
POU5F1	PBXIP1	0.01408776082098484
POU5F1	STK38L	0.014087109826505184
TRIM28	JUND	0.014086212031543255
CTNNB1	LRRCC1	0.014085855334997177
POU5F1	AMN1	0.014085306786000729
CTNNB1	GTF2H2	0.014084200374782085
CTNNB1	TFPI	0.014082709327340126
POU5F1	GPC3	0.014082051813602448
POU5F1	DEK	0.014080215245485306
CTNNB1	CALB1	0.014079849235713482
CTNNB1	TCEA1	0.014076845720410347
CTNNB1	TRPS1	0.01407260075211525
POU5F1	ETV3	0.01407180167734623
CTNNB1	CUL1	0.014068142510950565
POU5F1	FAM135A	0.014067322947084904
POU5F1	PA2G4	0.01406687032431364
JUND	DKK1	0.014061639085412025
CTNNB1	HIF3A	0.014058707281947136
POU5F1	CDC7	0.014057871885597706
POU5F1	ZNF146	0.014056515879929066
CTNNB1	RAI1	0.014055009000003338
TRIM28	MCM4	0.014054229483008385
POU5F1	WWP1	0.014052808284759521
CTNNB1	FN1	0.014052027836441994
POU5F1	PSMD9	0.014050453901290894
EOMES	BAMBI	0.014048917219042778
CTNNB1	GNG11	0.014048192650079727
CTNNB1	SKA3	0.014046477153897285
EOMES	GAD1	0.014045770280063152
POU5F1	TMOD1	0.014043714851140976
CTNNB1	TSPAN12	0.014043031260371208
TRIM28	MXD4	0.014041530899703503
EOMES	HDGF	0.01404095534235239
TRIM28	SRC	0.014037895947694778
TRIM28	TFDP1	0.014035839587450027
CTNNB1	VASH2	0.014032693579792976
POU5F1	PRMT6	0.014031436294317245
CTNNB1	CDCA7L	0.01403129007667303
CTNNB1	FOXP1	0.014030125923454762
TRIM28	AGPAT5	0.014029410667717457
CTNNB1	ETV3	0.01402725838124752
POU5F1	SMARCC1	0.014026578515768051
POU5F1	EXO1	0.01402605976909399
EOMES	HAS2	0.01402287557721138
CTNNB1	TPD52	0.014020593836903572
JUND	ANKRD1	0.014018536545336246
TRIM28	FOXH1	0.01401832327246666
POU5F1	BCAR3	0.014015297405421734
CTNNB1	TRAPPC8	0.014011126011610031
CTNNB1	TTK	0.014007583260536194
CTNNB1	CHL1	0.01400721725076437
JUND	GABRB2	0.014006405137479305
CTNNB1	TFDP1	0.014004089869558811
CTNNB1	MCM6	0.014003191143274307
CTNNB1	CAP2	0.014002063311636448
CTNNB1	SERTAD2	0.013999455608427525
POU5F1	TFB2M	0.013998608104884624
CTNNB1	GTF2H2D	0.013996082358062267
POU5F1	POLR1C	0.013994725421071053
POU5F1	SIPA1L2	0.013994505628943443
POU5F1	MALT1	0.013994324952363968
POU5F1	SNRPD1	0.013993866741657257
POU5F1	PHF21A	0.013986610807478428
POU5F1	NUP54	0.013986029662191868
CTNNB1	GLDC	0.013985482975840569
POU5F1	ALCAM	0.013985095545649529
POU5F1	POLR2A	0.013984952121973038
CTNNB1	SRSF2	0.013984746299684048
POU5F1	TRIP13	0.013984233140945435
CTNNB1	BCL11A	0.013983039185404778
POU5F1	ATG4C	0.013982313685119152
POU5F1	KIF23	0.013981489464640617
POU5F1	TRUB1	0.013980911113321781
CTNNB1	PGR	0.01398033183068037
CTNNB1	BLM	0.013978373259305954
POU5F1	REV3L	0.013977649621665478
POU5F1	ZNF30	0.013975031673908234
CTNNB1	CENPK	0.013974258676171303
TRIM28	SNRPD1	0.013973651453852654
CTNNB1	APEX1	0.01397010963410139
CTNNB1	YPEL5	0.013967211358249187
CTNNB1	ZNF24	0.013965376652777195
CTNNB1	NCOA6	0.013965358026325703
TRIM28	STAT3	0.0139625184237957
POU5F1	MRPL1	0.01396244578063488
CTNNB1	WDR3	0.013960673473775387
POU5F1	FAM117B	0.013959917239844799
CTNNB1	KLHL24	0.013959577307105064
POU5F1	SKIL	0.013959383592009544
CTNNB1	ANKRD28	0.013958518393337727
POU5F1	PPARA	0.013958326540887356
CTNNB1	ETV4	0.013957918621599674
POU5F1	SNRPB	0.013954481109976768
CTNNB1	GPSM2	0.013954412192106247
TP53	MCM4	0.013954252935945988
CTNNB1	UTP15	0.013954189606010914
TRIM28	CEBPZ	0.01395321823656559
CTNNB1	GPR83	0.01395275630056858
CTNNB1	SAMD3	0.013951127417385578
POU5F1	SOX4	0.01395106315612793
POU5F1	UHRF1	0.013948806561529636
POU5F1	SRSF1	0.013944650068879128
POU5F1	ELMOD2	0.013938208110630512
TRIM28	TRIP13	0.01393801812082529
JUND	CUX1	0.01393760833889246
POU5F1	CDCA7L	0.01393171213567257
POU5F1	AGL	0.013928599655628204
CTNNB1	FARSB	0.013927497901022434
POU5F1	CCKBR	0.01392427459359169
POU5F1	CHEK2	0.013923904858529568
CTNNB1	PREPL	0.013919995166361332
POU5F1	TFPI	0.013915443792939186
POU5F1	COBLL1	0.01391514390707016
CTNNB1	RALB	0.013914038427174091
CTNNB1	MEX3C	0.013913080096244812
EOMES	ELMO1	0.013913066126406193
TRIM28	CTBP1	0.013912676833570004
POU5F1	XRCC6	0.013910090550780296
CTNNB1	ZNF471	0.013909059576690197
POU5F1	HIF1A	0.01390859391540289
CTNNB1	TWIST1	0.013907654210925102
ZFP42	MSANTD3-TMEFF1	0.013907128013670444
JUND	HDGF	0.01390533521771431
CTNNB1	GCA	0.013905318453907967
CTNNB1	MIA3	0.013903907500207424
JUND	MAFG	0.013903774321079254
CTNNB1	ZNF202	0.013901199214160442
CTNNB1	ZNF512	0.013898704200983047
CTNNB1	UPF2	0.013897067867219448
TRIM28	LZTS1	0.013897010125219822
CTNNB1	SMG6	0.013896571472287178
POU5F1	BRWD1	0.013895553536713123
POU5F1	KLHL6	0.013893742114305496
TP53	STK17B	0.013892026618123055
EOMES	CHL1	0.013890352100133896
POU5F1	ATRX	0.013888977468013763
POU5F1	TTC39B	0.013884127140045166
TRIM28	CUX1	0.013883091509342194
CTNNB1	GTF3C4	0.013882006518542767
CTNNB1	IL6ST	0.01388114970177412
POU5F1	CLDN11	0.013877008110284805
POU5F1	VWA5A	0.013872255571186543
POU5F1	TBC1D4	0.013870800845324993
TRIM28	GATA3	0.01387008000165224
CTNNB1	ANKRD26	0.013867434114217758
POU5F1	ANGPT2	0.013867160305380821
CTNNB1	KIAA1324L	0.013866890221834183
CTNNB1	CD200	0.013866167515516281
JUND	CTBP1	0.013865244574844837
POU5F1	ABCA1	0.013865151442587376
POU5F1	PITX2	0.01386510394513607
POU5F1	QPCT	0.013864976353943348
CTNNB1	MANEA	0.01386489998549223
POU5F1	XRN1	0.013863378204405308
TP53	POU5F1	0.01386175025254488
POU5F1	LUM	0.01386010367423296
POU5F1	LPGAT1	0.013855191878974438
POU5F1	ILF2	0.013854925520718098
CTNNB1	PATZ1	0.013853995129466057
CTNNB1	NR2C1	0.013853082433342934
CTNNB1	ZNF146	0.013849221169948578
TRIM28	MSX1	0.013843309134244919
TP53	SHOX	0.013840571977198124
POU5F1	WDHD1	0.01384049840271473
CTNNB1	DDHD2	0.013840154744684696
CTNNB1	DNAJB14	0.013838836923241615
CTNNB1	TNC	0.013838577084243298
TRIM28	CHAF1A	0.013838190585374832
CTNNB1	BTBD10	0.013837656006217003
POU5F1	MCM2	0.013837204314768314
CTNNB1	RAD51AP1	0.013835657387971878
POU5F1	ARID3A	0.013834794983267784
EOMES	AMIGO2	0.013832271099090576
POU5F1	WDR12	0.013832110911607742
CTNNB1	SERHL2	0.013831035234034061
TP53	CRX	0.013828457333147526
CTNNB1	ERCC-00002	0.013825307600200176
CTNNB1	AEBP1	0.01382217276841402
TP53	PHF17	0.013821536675095558
POU5F1	RNF138	0.01382003165781498
CTNNB1	VAMP7	0.01381988450884819
TP53	SRSF6	0.013819103129208088
EOMES	LHX1	0.013815385289490223
NANOG	LIN28A	0.013812508434057236
CTNNB1	TRIP11	0.013812394812703133
POU5F1	PTGR1	0.01381147000938654
CTNNB1	DYNC2LI1	0.013810078613460064
CTNNB1	PLK1	0.013807018287479877
TRIM28	SEMA6A	0.013805551454424858
POU5F1	ERCC-00025	0.013803635723888874
TRIM28	MRS2	0.013800110667943954
CTNNB1	ECI2	0.013800070621073246
TRIM28	POLR2F	0.013799813576042652
POU5F1	PHB2	0.013797425664961338
POU5F1	USP44	0.013794846832752228
CTNNB1	ZNF238	0.013793484307825565
CTNNB1	ARHGAP28	0.013791688717901707
CTNNB1	ERCC-00096	0.013790996745228767
POU5F1	ERCC-00076	0.013789677061140537
CTNNB1	ITGA6	0.013787993229925632
TRIM28	PHF17	0.013786195777356625
CTNNB1	GYPE	0.013785128481686115
MLLT3	CCDC80	0.013784564100205898
CTNNB1	KIF21A	0.013783537782728672
POU5F1	RUVBL1	0.01378293801099062
CTNNB1	ANKRD1	0.013781805522739887
CTNNB1	MLLT3	0.013781489804387093
POU5F1	THAP9	0.01378108374774456
CTNNB1	PRSS23	0.01377839595079422
TP53	AK4	0.013776075094938278
CTNNB1	ERCC-00130	0.013775589875876904
CTNNB1	PCDH10	0.013773915357887745
TRIM28	ID3	0.01377084106206894
EOMES	ARHGAP29	0.01377007644623518
CTNNB1	RAD51	0.013770044781267643
CTNNB1	MYBL2	0.013768215663731098
POU5F1	CREB3L4	0.013768070377409458
POU5F1	NUDT11	0.013765545561909676
CTNNB1	PBX1	0.013762468472123146
CTNNB1	MYBBP1A	0.013762379996478558
CTNNB1	AGPAT5	0.013761711306869984
CTNNB1	SNAPC3	0.013752602972090244
CTNNB1	GRHL2	0.013752332888543606
POU5F1	TRDN	0.013750167563557625
POU5F1	CD200	0.013749098405241966
TRIM28	UBTF	0.013748720288276672
JUND	HIST1H1B	0.01374854613095522
CTNNB1	TTN	0.013746974058449268
POU5F1	LDB2	0.013745837844908237
TP53	DAXX	0.01374515425413847
NANOG	FUS	0.013741849921643734
TRIM28	CITED2	0.01374129019677639
POU5F1	FEZ1	0.013740872032940388
EOMES	MCC	0.01374080404639244
POU5F1	ERCC-00130	0.013740519993007183
TRIM28	SERPINE2	0.013737996108829975
TRIM28	BAMBI	0.013736573979258537
CTNNB1	DNAJC2	0.013736000284552574
POU5F1	CAMK2D	0.013733330182731152
TRIM28	TRIM27	0.013731217943131924
ZFP42	ID3	0.0137281883507967
POU5F1	TSPAN12	0.013728153891861439
POU5F1	SNAPC4	0.0137277627363801
POU5F1	B4GALT4	0.013727277517318726
CTNNB1	KDM6A	0.013724765740334988
CTNNB1	ZFYVE16	0.013724485412240028
POU5F1	ZNF24	0.013723157346248627
CTNNB1	ZNF518B	0.013722552917897701
POU5F1	MIA3	0.013719478622078896
TRIM28	FOXK1	0.013718746602535248
TRIM28	ZNF764	0.013718738220632076
POU5F1	EGR1	0.013717168010771275
POU5F1	FREM1	0.013716744258999825
CTNNB1	SP100	0.013714638538658619
TRIM28	WDR5	0.013714421540498734
CTNNB1	ASH2L	0.013712232001125813
CTNNB1	TMEM38B	0.013712105341255665
CTNNB1	MATN3	0.013711521402001381
TRIM28	TEX10	0.013710861094295979
TRIM28	LMX1B	0.01371038518846035
TRIM28	ETV1	0.01370996329933405
CTNNB1	SOX13	0.01370951160788536
POU5F1	SATB2	0.013708505779504776
TRIM28	MED16	0.013707339763641357
POU5F1	CTSK	0.013706717640161514
CTNNB1	DAXX	0.013705910183489323
TRIM28	UPF2	0.01370587944984436
TP53	SPIB	0.013705424033105373
POU5F1	TFAP4	0.013705133460462093
TP53	ZKSCAN1	0.013704928569495678
POU5F1	NFIB	0.013704383745789528
POU5F1	ITGA6	0.013702686876058578
TRIM28	FOXN3	0.013702360913157463
POU5F1	TADA1	0.013701912946999073
POU5F1	INSIG2	0.013701165094971657
POU5F1	LTBP1	0.013699284754693508
POU5F1	DEDD2	0.01369777973741293
POU5F1	HPRT1	0.013697336427867413
EOMES	SERPINE2	0.013697043061256409
POU5F1	ATF6	0.013696775771677494
POU5F1	NCAPG	0.013695510104298592
TRIM28	ZFP42	0.013694611378014088
CTNNB1	SNX18	0.013693840242922306
TRIM28	PA2G4	0.0136937964707613
CTNNB1	DPF2	0.01369041670113802
CTNNB1	FBXO5	0.013690058141946793
POU5F1	MEPE	0.013689693063497543
NANOG	ZIC2	0.013689261861145496
POU5F1	DDX54	0.013689021579921246
CTNNB1	RAVER2	0.013688876293599606
CTNNB1	FAM135A	0.013687103055417538
CTNNB1	FOXK1	0.013686522841453552
POU5F1	RMI1	0.013685675337910652
CTNNB1	NXT2	0.01368563249707222
POU5F1	SYNE2	0.013684665784239769
POU5F1	ZNF142	0.013681014999747276
CTNNB1	WWP1	0.013680838979780674
CTNNB1	KRCC1	0.01367997471243143
POU5F1	LEPREL1	0.013675563037395477
POU5F1	BHLHE40	0.013675538823008537
POU5F1	FASTKD3	0.01367470808327198
POU5F1	SMAD5	0.013674675486981869
TP53	KIAA1467	0.013672677800059319
POU5F1	SEMA3E	0.01366924773901701
CTNNB1	PSMD9	0.013668686151504517
CTNNB1	EGR1	0.013668430037796497
ZFP42	TAF1L	0.013667789287865162
CTNNB1	RRN3	0.013661874458193779
NANOG	NLGN4X	0.013660544529557228
POU5F1	TMF1	0.01365840993821621
NANOG	LRAT	0.013657539151608944
CTNNB1	SLA2	0.013657275587320328
TP53	ZIC2	0.01365720760077238
TP53	FZD5	0.013656637631356716
TRIM28	SNX18	0.013656038790941238
POU5F1	SSFA2	0.013655228540301323
CTNNB1	AFF1	0.013653929345309734
TRIM28	DPYSL3	0.013653513044118881
CTNNB1	COMMD10	0.013653495348989964
TRIM28	H1F0	0.013652175664901733
CTNNB1	ZNF219	0.013650689274072647
POU5F1	LIPG	0.01364851463586092
TRIM28	PARP1	0.013647789135575294
CTNNB1	HDGF	0.013645654544234276
TRIM28	POU2F1	0.013645085506141186
TP53	IGDCC4	0.013644828461110592
TRIM28	SFPQ	0.013643094338476658
CTNNB1	TEAD1	0.013641966506838799
TRIM28	PPARA	0.013641247525811195
MLLT3	CRHBP	0.013639367185533047
CTNNB1	PPPDE1	0.013636365532875061
POU5F1	CDCA8	0.013631592504680157
NANOG	KAL1	0.0136305782943964
CTNNB1	ITPR2	0.013629786670207977
CTNNB1	ZNF160	0.013628222979605198
TRIM28	MCM2	0.013627098873257637
CTNNB1	LGALSL	0.013625632971525192
POU5F1	PPT2	0.013625622726976871
TP53	HMGN2	0.013625179417431355
POU5F1	RBMX	0.013625143095850945
POU5F1	OTX2	0.013625026680529118
POU5F1	ANKRD1	0.013624396175146103
CTNNB1	LTBP1	0.013623213395476341
CTNNB1	SOX17	0.013623085804283619
EOMES	KHSRP	0.013622861355543137
CTNNB1	LZTS1	0.013620791025459766
CTNNB1	RSPO3	0.013619889505207539
TP53	SUPT7L	0.013619499281048775
POU5F1	ADAMTS3	0.013619151897728443
TRIM28	AK4	0.01361753698438406
POU5F1	STC1	0.013614321127533913
JUND	PCDH10	0.013613734394311905
CTNNB1	MECOM	0.013613009825348854
CTNNB1	MCM5	0.013612928800284863
CTNNB1	VWA5A	0.013612445443868637
CTNNB1	SOX5	0.013609548099339008
TRIM28	TLE3	0.013606722466647625
TP53	ZFP42	0.013606002554297447
NANOG	PHC1	0.01360378973186016
TP53	POU2F1	0.013601580634713173
TRIM28	PLK1	0.013601544313132763
EOMES	CD48	0.01360029261559248
CTNNB1	SYNE2	0.013599535450339317
CTNNB1	SIRT1	0.01359797827899456
POU5F1	KIF15	0.013597805052995682
TP53	KHSRP	0.013597574084997177
CTNNB1	RHAG	0.013597413897514343
NANOG	SFRP2	0.013595684431493282
TP53	CCND1	0.013594633899629116
CTNNB1	ELOVL2	0.01359407790005207
JUND	ARID3B	0.013591580092906952
POU5F1	AR	0.013589556328952312
TP53	HMGA1	0.01358853094279766
TRIM28	KLF6	0.013588448986411095
POU5F1	CRABP2	0.013588082045316696
MLLT3	ACTC1	0.013587373308837414
CTNNB1	ZBTB10	0.013587143272161484
TRIM28	DEK	0.013586769811809063
POU5F1	SRSF3	0.013586423359811306
EOMES	TRAPPC8	0.013583713211119175
JUND	AES	0.013583159074187279
POU5F1	PLP1	0.013579661026597023
POU5F1	DEPDC1B	0.013578741811215878
CTNNB1	BCAR3	0.013578098267316818
POU5F1	ZNF238	0.01357569731771946
POU5F1	CCDC82	0.013573658652603626
TP53	MDM4	0.013571452349424362
TP53	PFKFB2	0.01357131265103817
POU5F1	PRDM1	0.013568766415119171
POU5F1	CUL1	0.013567089103162289
NANOG	ZNF585B	0.013566483743488789
POU5F1	MBIP	0.013565010391175747
POU5F1	DUSP10	0.013562803156673908
JUND	BAMBI	0.013560536317527294
NANOG	EPCAM	0.013560181483626366
POU5F1	VAMP7	0.013558819890022278
CTNNB1	ERCC-00113	0.013558566570281982
POU5F1	NFATC3	0.013554676435887814
TRIM28	NONO	0.013554370030760765
CTNNB1	TCF4	0.013553565368056297
TRIM28	LIMD1	0.013552479445934296
POU5F1	YPEL5	0.013551543466746807
CTNNB1	BUB1B	0.013551115989685059
POU5F1	ERCC-00112	0.01355005893856287
TRIM28	UTP18	0.013549123890697956
POU5F1	CPE	0.013543850742280483
CTNNB1	CEP290	0.013543162494897842
EOMES	PLAU	0.013542626984417439
POU5F1	POLR3E	0.013541064225137234
CTNNB1	TDP2	0.013540815562009811
TP53	JUND	0.013539288192987442
CTNNB1	KDR	0.013538746163249016
TRIM28	HELZ	0.013531172648072243
CTNNB1	PRSS35	0.013529106043279171
CTNNB1	C11ORF46	0.013528241775929928
TP53	FUBP1	0.013525587506592274
CTNNB1	ITM2A	0.013523714616894722
CTNNB1	MRPL1	0.013522681780159473
POU5F1	SOX5	0.013522581197321415
ZFP42	GTF2H2	0.013522190041840076
JUND	LTBP1	0.013521465472877026
CTNNB1	ACOX3	0.013521016575396061
CTNNB1	LDB2	0.013520226813852787
EOMES	KLF8	0.013518396764993668
POU5F1	MLF1IP	0.013516351580619812
POU5F1	ROR2	0.013512806966900826
TRIM28	NOC3L	0.013511220924556255
CTNNB1	LGR4	0.013510092161595821
ZFP42	KAL1	0.01350958738476038
CTNNB1	USP44	0.013507767580449581
POU5F1	SIRT1	0.013504677452147007
TRIM28	POLR2I	0.01350404042750597
POU5F1	MAP3K2	0.013503898866474628
POU5F1	ETS1	0.013503688387572765
CTNNB1	GYPA	0.0135033018887043
POU5F1	ESRP1	0.013502786867320538
CTNNB1	ASB4	0.013501918874680996
CTNNB1	POLR2G	0.013500857166945934
TP53	DPYSL3	0.013500506058335304
ZFP42	RAI14	0.013497943058609962
TP53	NT5DC3	0.013496510684490204
POU5F1	NRIP1	0.013495459221303463
CTNNB1	MPHOSPH9	0.013494887389242649
TP53	GPC3	0.013494146056473255
CTNNB1	CHAF1A	0.01349400170147419
EOMES	MAMLD1	0.01349340658634901
POU5F1	FARSB	0.01349213719367981
TRIM28	DNMT3B	0.013491518795490265
TRIM28	MDM4	0.013487408868968487
TRIM28	AFF4	0.013487166725099087
CTNNB1	SENP7	0.013485204428434372
CTNNB1	CDC7	0.013484054245054722
TP53	SMARCD1	0.013482257723808289
TRIM28	POLR2D	0.013479060493409634
TP53	ABLIM1	0.013478770852088928
CTNNB1	MAP4K3	0.013474343344569206
NANOG	PTPRZ1	0.013472865335643291
TP53	BTF3	0.013472400605678558
POU5F1	MYCT1	0.01347106322646141
TP53	ERCC-00046	0.013470121659338474
POU5F1	COL5A2	0.013469836674630642
POU5F1	MPHOSPH9	0.013469472527503967
CTNNB1	PIK3R5	0.013469266705214977
POU5F1	CAP2	0.01346900500357151
ZFP42	ENO1	0.013464015908539295
TP53	ABCA1	0.01346399262547493
NANOG	SFRP1	0.013463900424540043
POU5F1	FOXP1	0.013463295064866543
TRIM28	BRWD1	0.013461324386298656
ZFP42	NLGN4X	0.013461204245686531
CTNNB1	GINS2	0.013455457054078579
CTNNB1	OTUD6B	0.013451986946165562
TRIM28	ZHX3	0.013449403457343578
POU5F1	IL6ST	0.013449382968246937
CTNNB1	PHLDB2	0.013448844663798809
POU5F1	CCNE2	0.013448135927319527
TP53	GATAD2A	0.013448103331029415
TRIM28	TTC27	0.013447749428451061
POU5F1	PDGFRA	0.013446732424199581
CTNNB1	ARID4B	0.013446260243654251
TP53	ERCC-00004	0.013445478864014149
CTNNB1	ANKRD13C	0.013445070944726467
EOMES	RFPL2	0.013444105163216591
TP53	NPM1	0.013443580828607082
CTNNB1	LECT1	0.013440575450658798
TP53	SFRP1	0.013439640402793884
POU5F1	BARX2	0.013439423404633999
POU5F1	SETBP1	0.013437884859740734
POU5F1	ASS1	0.013437881134450436
CTNNB1	THAP9	0.013437609188258648
CTNNB1	TLE1	0.01343605201691389
CTNNB1	ATG4C	0.013434536755084991
CTNNB1	ATP11B	0.013429298996925354
CTNNB1	EMB	0.013428709469735622
CTNNB1	NUDT11	0.013427477329969406
POU5F1	SMAD2	0.013427140191197395
JUND	CITED2	0.013426561839878559
PRDM1	TDRD7	0.013425125740468502
CTNNB1	KHDRBS2	0.013424261473119259
TP53	ERCC-00060	0.01342166867107153
POU5F1	FAM188A	0.013421546667814255
TRIM28	RBM14	0.013421304523944855
CTNNB1	ARL4D	0.013421010226011276
TRIM28	ETV4	0.013420937582850456
EOMES	HLA-DRB1	0.01342005468904972
POU5F1	PAM	0.013419349677860737
POU5F1	SNAI1	0.013418695889413357
TP53	ERCC-00074	0.013417559675872326
POU5F1	MLL3	0.013415787369012833
TP53	TRAF6	0.0134153226390481
TP53	ERCC-00002	0.01341471541672945
CTNNB1	UNC5D	0.013411413878202438
POU5F1	C11ORF82	0.013410083949565887
TP53	ZNF107	0.013409934006631374
TRIM28	CCNA2	0.013409268110990524
CTNNB1	SNAPC4	0.013408149592578411
POU5F1	S1PR3	0.013407631777226925
POU5F1	CNBP	0.013407121412456036
POU5F1	TBX3	0.013406844809651375
TRIM28	MYBBP1A	0.013400954194366932
JUND	COL1A2	0.01339905709028244
TP53	FN1	0.013397759757936
POU5F1	DKK4	0.013397169299423695
CTNNB1	MTERF	0.013396196998655796
POU5F1	ERCC-00060	0.013396092690527439
TRIM28	PSMD9	0.01339450292289257
CTNNB1	SMARCD3	0.013394451700150967
CTNNB1	ERCC-00043	0.013393058441579342
TRIM28	RUVBL2	0.013392329216003418
POU5F1	MYOF	0.013392318040132523
POU5F1	GRPR	0.013392318040132523
CTNNB1	TAF1L	0.013390997424721718
CTNNB1	RFXANK	0.013390667736530304
TRIM28	DNMT1	0.013388767838478088
CTNNB1	HTRA1	0.013388080522418022
ZFP42	SKA3	0.013388059101998806
CTNNB1	WDFY1	0.013387550599873066
